job_id,worker_id,crew_id,assignment_type,status,scheduled_days,attended_days
J0037,W006,,individual,no_show,3,0
J0019,W006,,individual,no_show,2,0
J0038,W007,,individual,completed,5,3
J0029,W007,,individual,completed,5,5
J0032,W007,,individual,completed,2,2
J0038,W007,,individual,completed,5,5
J0030,W007,,individual,completed,5,5
J0040,W007,,individual,completed,5,5
J0041,W007,,individual,completed,5,5
J0033,W007,,individual,completed,4,4
J0033,W007,,individual,completed,3,3
J0040,W007,,individual,completed,4,4
J0041,W007,,individual,completed,4,4
J0030,W007,,individual,completed,5,5
J0042,W007,,individual,completed,5,5
J0041,W007,,individual,completed,5,5
J0039,W007,,individual,completed,2,2
J0040,W007,,individual,completed,5,5
J0038,W007,,individual,completed,5,5
J0043,W007,,individual,completed,4,4
J0041,W007,,individual,completed,5,5
J0039,W007,,individual,completed,3,3
J0044,W007,,individual,completed,5,5
J0045,W007,,individual,completed,3,3
J0044,W007,,individual,no_show,4,0
J0038,W007,,individual,no_show,4,0
J0027,W008,,individual,completed,3,3
J0037,W008,,individual,completed,2,2
J0040,W008,,individual,completed,2,2
J0045,W008,,individual,completed,2,2
J0045,W008,,individual,completed,5,5
J0039,W008,,individual,completed,2,2
J0045,W008,,individual,completed,4,4
J0027,W008,,individual,completed,4,4
J0027,W008,,individual,completed,5,5
J0027,W008,,individual,completed,3,3
J0038,W008,,individual,completed,2,2
J0043,W008,,individual,completed,4,4
J0044,W008,,individual,completed,2,2
J0046,W008,,individual,completed,2,2
J0046,W008,,individual,completed,3,3
J0046,W008,,individual,completed,4,4
J0047,W008,,individual,completed,4,4
J0047,W008,,individual,no_show,4,0
J0047,W008,,individual,no_show,3,0
J0043,W009,,individual,completed,5,1
J0047,W009,,individual,completed,3,2
J0047,W009,,individual,completed,5,5
J0032,W009,,individual,completed,2,2
J0047,W009,,individual,completed,5,5
J0041,W009,,individual,completed,3,3
J0043,W009,,individual,completed,2,2
J0048,W009,,individual,completed,2,2
J0038,W009,,individual,completed,3,3
J0048,W009,,individual,completed,3,3
J0048,W009,,individual,completed,3,3
J0049,W009,,individual,completed,5,5
J0049,W009,,individual,completed,5,5
J0049,W009,,individual,completed,3,3
J0049,W009,,individual,completed,3,3
J0048,W009,,individual,completed,5,5
J0049,W009,,individual,completed,3,3
J0048,W009,,individual,completed,4,4
J0050,W009,,individual,completed,3,3
J0049,W009,,individual,completed,4,4
J0048,W009,,individual,completed,2,2
J0051,W009,,individual,completed,4,4
J0050,W009,,individual,completed,5,5
J0052,W009,,individual,completed,5,5
J0050,W009,,individual,completed,3,3
J0048,W009,,individual,completed,5,5
J0051,W009,,individual,no_show,3,0
J0032,W010,,individual,completed,2,1
J0051,W010,,individual,completed,4,1
J0052,W010,,individual,completed,5,3
J0032,W010,,individual,completed,3,3
J0052,W010,,individual,completed,4,4
J0050,W010,,individual,completed,5,5
J0044,W010,,individual,completed,2,2
J0044,W010,,individual,completed,5,5
J0053,W010,,individual,completed,3,3
J0050,W010,,individual,completed,4,4
J0053,W010,,individual,completed,2,2
J0054,W010,,individual,completed,4,4
J0050,W010,,individual,completed,4,4
J0054,W010,,individual,completed,2,2
J0054,W010,,individual,completed,4,4
J0054,W010,,individual,completed,5,5
J0054,W010,,individual,completed,5,5
J0055,W010,,individual,completed,3,3
J0055,W010,,individual,completed,2,2
J0055,W010,,individual,no_show,2,0
J0056,W011,,individual,completed,2,1
J0056,W011,,individual,completed,5,1
J0056,W011,,individual,completed,4,4
J0056,W011,,individual,completed,5,5
J0055,W011,,individual,completed,3,3
J0050,W011,,individual,completed,5,5
J0055,W011,,individual,completed,4,4
J0057,W011,,individual,completed,3,3
J0055,W011,,individual,completed,5,5
J0057,W011,,individual,completed,5,5
J0057,W011,,individual,completed,4,4
J0058,W011,,individual,completed,4,4
J0057,W011,,individual,completed,4,4
J0057,W011,,individual,completed,5,5
J0058,W011,,individual,no_show,3,0
J0058,W012,,individual,completed,4,1
J0058,W012,,individual,completed,2,1
J0059,W012,,individual,completed,5,5
J0059,W012,,individual,completed,5,5
J0060,W012,,individual,completed,3,3
J0059,W012,,individual,completed,2,2
J0059,W012,,individual,completed,4,4
J0059,W012,,individual,completed,4,4
J0061,W012,,individual,completed,3,3
J0059,W012,,individual,completed,5,5
J0059,W012,,individual,completed,3,3
J0062,W012,,individual,completed,2,2
J0062,W012,,individual,completed,5,5
J0062,W012,,individual,completed,5,5
J0058,W012,,individual,completed,3,3
J0058,W012,,individual,completed,4,4
J0063,W012,,individual,completed,2,2
J0063,W012,,individual,completed,2,2
J0063,W012,,individual,completed,5,5
J0063,W012,,individual,completed,5,5
J0063,W012,,individual,completed,5,5
J0063,W012,,individual,no_show,2,0
J0064,W012,,individual,no_show,2,0
J0063,W013,,individual,completed,4,1
J0058,W013,,individual,completed,2,1
J0065,W013,,individual,completed,4,2
J0065,W013,,individual,completed,5,5
J0066,W013,,individual,completed,3,3
J0066,W013,,individual,completed,2,2
J0065,W013,,individual,completed,3,3
J0067,W013,,individual,completed,3,3
J0067,W013,,individual,completed,2,2
J0068,W013,,individual,completed,3,3
J0069,W013,,individual,completed,3,3
J0070,W013,,individual,completed,3,3
J0068,W013,,individual,completed,3,3
J0071,W013,,individual,completed,3,3
J0068,W013,,individual,completed,5,5
J0069,W013,,individual,completed,4,4
J0072,W014,,individual,completed,3,1
J0070,W014,,individual,completed,2,1
J0072,W014,,individual,completed,4,1
J0072,W014,,individual,completed,2,2
J0072,W014,,individual,completed,4,4
J0070,W014,,individual,completed,5,5
J0072,W014,,individual,completed,5,5
J0072,W014,,individual,completed,2,2
J0069,W014,,individual,completed,2,2
J0069,W014,,individual,completed,4,4
J0073,W014,,individual,completed,4,4
J0074,W014,,individual,completed,4,4
J0074,W014,,individual,completed,2,2
J0074,W014,,individual,completed,3,3
J0069,W014,,individual,completed,3,3
J0069,W014,,individual,completed,2,2
J0075,W014,,individual,completed,3,3
J0075,W014,,individual,completed,3,3
J0076,W014,,individual,completed,5,5
J0076,W014,,individual,completed,5,5
J0076,W014,,individual,completed,4,4
J0077,W014,,individual,completed,5,5
J0076,W014,,individual,completed,4,4
J0077,W014,,individual,completed,4,4
J0076,W014,,individual,completed,2,2
J0076,W014,,individual,completed,3,3
J0078,W014,,individual,completed,3,3
J0078,W014,,individual,no_show,2,0
J0079,W015,,individual,completed,5,1
J0079,W015,,individual,completed,3,1
J0079,W015,,individual,completed,2,1
J0079,W015,,individual,completed,4,1
J0080,W015,,individual,completed,3,1
J0080,W015,,individual,completed,4,3
J0081,W015,,individual,completed,4,4
J0080,W015,,individual,completed,5,5
J0081,W015,,individual,completed,2,2
J0081,W015,,individual,completed,2,2
J0081,W015,,individual,completed,3,3
J0082,W015,,individual,completed,4,4
J0082,W015,,individual,completed,2,2
J0081,W015,,individual,completed,3,3
J0083,W015,,individual,completed,3,3
J0084,W015,,individual,completed,3,3
J0083,W015,,individual,completed,3,3
J0085,W015,,individual,completed,2,2
J0083,W015,,individual,completed,5,5
J0082,W015,,individual,completed,4,4
J0082,W015,,individual,completed,3,3
J0081,W015,,individual,completed,4,4
J0082,W015,,individual,completed,2,2
J0084,W015,,individual,completed,3,3
J0086,W015,,individual,no_show,2,0
J0086,W015,,individual,no_show,4,0
J0087,W016,,individual,completed,2,1
J0088,W016,,individual,completed,3,1
J0088,W016,,individual,completed,2,1
J0088,W016,,individual,completed,3,1
J0089,W016,,individual,completed,2,1
J0089,W016,,individual,completed,4,1
J0088,W016,,individual,completed,5,1
J0089,W016,,individual,completed,2,1
J0090,W016,,individual,completed,5,4
J0090,W016,,individual,completed,3,3
J0090,W016,,individual,completed,3,3
J0091,W016,,individual,completed,5,5
J0090,W016,,individual,completed,2,2
J0090,W016,,individual,completed,5,5
J0092,W016,,individual,completed,2,2
J0092,W016,,individual,completed,4,4
J0091,W016,,individual,completed,5,5
J0093,W016,,individual,completed,2,2
J0093,W016,,individual,completed,3,3
J0094,W016,,individual,completed,2,2
J0094,W016,,individual,completed,4,4
J0095,W016,,individual,completed,4,4
J0093,W016,,individual,completed,5,5
J0095,W016,,individual,completed,4,4
J0095,W016,,individual,completed,3,3
J0096,W016,,individual,no_show,3,0
J0097,W016,,individual,no_show,3,0
J0098,W017,,individual,completed,3,1
J0099,W017,,individual,completed,2,1
J0099,W017,,individual,completed,4,4
J0099,W017,,individual,completed,3,3
J0099,W017,,individual,completed,5,5
J0099,W017,,individual,completed,5,5
J0099,W017,,individual,completed,5,5
J0099,W017,,individual,completed,4,4
J0100,W017,,individual,completed,3,3
J0100,W017,,individual,completed,3,3
J0101,W017,,individual,completed,3,3
J0102,W017,,individual,completed,2,2
J0102,W017,,individual,completed,2,2
J0101,W017,,individual,completed,2,2
J0102,W017,,individual,completed,2,2
J0101,W017,,individual,completed,3,3
J0101,W017,,individual,completed,4,4
J0101,W017,,individual,completed,2,2
J0103,W018,,individual,completed,5,4
J0103,W018,,individual,completed,4,4
J0104,W019,,individual,completed,2,2
J0105,W019,,individual,completed,4,4
J0105,W019,,individual,completed,5,5
J0106,W019,,individual,completed,5,5
J0106,W019,,individual,completed,2,2
J0106,W019,,individual,completed,2,2
J0105,W019,,individual,completed,4,4
J0106,W019,,individual,completed,4,4
J0107,W019,,individual,completed,2,2
J0108,W019,,individual,completed,3,3
J0108,W019,,individual,completed,2,2
J0108,W019,,individual,no_show,2,0
J0103,W020,,individual,completed,5,5
J0103,W020,,individual,completed,2,2
J0103,W020,,individual,no_show,1,0
J0109,W020,,individual,no_show,2,0
J0086,W021,,individual,completed,2,1
J0084,W021,,individual,completed,5,1
J0084,W021,,individual,completed,5,1
J0110,W021,,individual,completed,3,3
J0110,W021,,individual,completed,4,4
J0110,W021,,individual,completed,4,4
J0110,W021,,individual,completed,4,4
J0111,W021,,individual,completed,4,4
J0112,W021,,individual,completed,2,2
J0110,W021,,individual,completed,4,4
J0112,W021,,individual,completed,5,5
J0113,W021,,individual,completed,4,4
J0114,W021,,individual,completed,5,5
J0111,W021,,individual,completed,2,2
J0114,W021,,individual,completed,4,4
J0114,W021,,individual,completed,2,2
J0111,W021,,individual,completed,2,2
J0115,W021,,individual,completed,3,3
J0115,W021,,individual,no_show,3,0
J0115,W021,,individual,no_show,2,0
J0116,W022,,individual,completed,2,1
J0109,W022,,individual,completed,2,1
J0109,W022,,individual,completed,5,3
J0109,W022,,individual,completed,4,4
J0109,W022,,individual,completed,2,2
J0109,W022,,individual,completed,5,5
J0116,W022,,individual,completed,2,2
J0117,W023,,individual,completed,5,1
J0117,W023,,individual,completed,5,3
J0117,W023,,individual,completed,5,5
J0117,W023,,individual,completed,2,2
J0117,W023,,individual,completed,5,5
J0117,W023,,individual,completed,3,3
J0118,W023,,individual,completed,5,5
J0117,W023,,individual,completed,4,4
J0116,W023,,individual,completed,4,4
J0116,W023,,individual,completed,2,2
J0119,W023,,individual,completed,4,4
J0119,W023,,individual,completed,3,3
J0120,W023,,individual,completed,2,2
J0119,W023,,individual,completed,4,4
J0119,W023,,individual,completed,2,2
J0121,W023,,individual,completed,3,3
J0121,W023,,individual,completed,4,4
J0119,W023,,individual,no_show,3,0
J0122,W024,,individual,completed,5,1
J0122,W024,,individual,completed,5,2
J0122,W024,,individual,completed,3,3
J0122,W024,,individual,completed,2,2
J0122,W024,,individual,completed,2,2
J0122,W024,,individual,completed,3,3
J0122,W024,,individual,completed,2,2
J0123,W024,,individual,completed,5,5
J0124,W024,,individual,completed,3,3
J0124,W024,,individual,completed,3,3
J0125,W024,,individual,completed,3,3
J0126,W024,,individual,completed,5,5
J0127,W024,,individual,completed,3,3
J0127,W024,,individual,completed,5,5
J0127,W024,,individual,completed,2,2
J0124,W024,,individual,completed,3,3
J0123,W024,,individual,completed,3,3
J0124,W024,,individual,completed,4,4
J0127,W024,,individual,completed,5,5
J0123,W024,,individual,completed,3,3
J0123,W024,,individual,completed,4,4
J0123,W024,,individual,completed,3,3
J0128,W024,,individual,completed,2,2
J0126,W024,,individual,completed,2,2
J0126,W024,,individual,completed,2,2
J0129,W024,,individual,completed,3,3
J0126,W024,,individual,completed,3,3
J0130,W024,,individual,completed,3,3
J0130,W024,,individual,completed,4,4
J0130,W024,,individual,no_show,3,0
J0111,W025,,individual,completed,5,1
J0111,W025,,individual,completed,5,1
J0113,W025,,individual,completed,3,1
J0113,W025,,individual,completed,3,1
J0113,W025,,individual,completed,3,1
J0113,W025,,individual,completed,2,1
J0113,W025,,individual,completed,2,1
J0131,W025,,individual,completed,3,2
J0131,W025,,individual,completed,5,5
J0131,W025,,individual,completed,3,3
J0132,W025,,individual,completed,4,4
J0131,W025,,individual,completed,4,4
J0115,W025,,individual,completed,5,5
J0132,W025,,individual,completed,4,4
J0131,W025,,individual,completed,3,3
J0133,W025,,individual,completed,5,5
J0134,W025,,individual,completed,2,2
J0115,W025,,individual,completed,5,5
J0133,W025,,individual,completed,4,4
J0132,W025,,individual,completed,4,4
J0134,W025,,individual,completed,3,3
J0133,W025,,individual,completed,5,5
J0133,W025,,individual,completed,5,5
J0135,W025,,individual,completed,4,4
J0132,W025,,individual,completed,4,4
J0132,W025,,individual,completed,2,2
J0136,W025,,individual,completed,2,2
J0132,W025,,individual,completed,2,2
J0132,W025,,individual,completed,5,5
J0135,W026,,individual,completed,2,1
J0137,W026,,individual,completed,5,2
J0137,W026,,individual,completed,5,5
J0137,W026,,individual,completed,3,3
J0137,W026,,individual,completed,5,5
J0138,W026,,individual,completed,2,2
J0138,W026,,individual,completed,4,4
J0135,W026,,individual,completed,2,2
J0135,W026,,individual,completed,5,5
J0135,W026,,individual,completed,5,5
J0135,W026,,individual,completed,4,4
J0139,W026,,individual,completed,5,5
J0139,W026,,individual,completed,5,5
J0139,W026,,individual,completed,3,3
J0140,W026,,individual,completed,2,2
J0141,W026,,individual,completed,4,4
J0141,W026,,individual,completed,2,2
J0141,W026,,individual,completed,5,5
J0141,W026,,individual,completed,3,3
J0142,W026,,individual,completed,4,4
J0142,W026,,individual,completed,4,4
J0142,W026,,individual,completed,5,5
J0143,W026,,individual,completed,3,3
J0143,W026,,individual,completed,4,4
J0143,W026,,individual,completed,2,2
J0144,W026,,individual,completed,3,3
J0144,W026,,individual,completed,2,2
J0143,W026,,individual,completed,2,2
J0143,W026,,individual,completed,3,3
J0144,W026,,individual,completed,2,2
J0144,W026,,individual,completed,2,2
J0145,W027,,individual,completed,5,1
J0146,W027,,individual,completed,3,1
J0147,W027,,individual,completed,4,1
J0146,W027,,individual,completed,3,1
J0147,W027,,individual,completed,3,1
J0146,W027,,individual,completed,3,1
J0146,W027,,individual,completed,3,1
J0146,W027,,individual,completed,3,1
J0148,W027,,individual,completed,5,3
J0149,W027,,individual,completed,4,4
J0148,W027,,individual,completed,4,4
J0148,W027,,individual,completed,5,5
J0148,W027,,individual,completed,5,5
J0148,W027,,individual,completed,5,5
J0150,W027,,individual,completed,5,5
J0150,W027,,individual,completed,3,3
J0150,W027,,individual,completed,4,4
J0150,W027,,individual,completed,5,5
J0145,W027,,individual,completed,4,4
J0151,W027,,individual,completed,2,2
J0145,W027,,individual,completed,4,4
J0151,W027,,individual,completed,4,4
J0145,W027,,individual,completed,3,3
J0145,W027,,individual,completed,5,5
J0152,W027,,individual,completed,4,4
J0152,W027,,individual,completed,2,2
J0153,W027,,individual,completed,2,2
J0153,W027,,individual,completed,3,3
J0153,W027,,individual,completed,2,2
J0153,W027,,individual,completed,4,4
J0153,W027,,individual,completed,2,2
J0153,W027,,individual,no_show,2,0
J0154,W027,,individual,no_show,3,0
J0121,W028,,individual,completed,3,2
J0120,W028,,individual,completed,5,5
J0155,W028,,individual,completed,3,3
J0078,W029,,individual,completed,2,2
J0078,W029,,individual,completed,4,4
J0156,W029,,individual,completed,3,3
J0078,W029,,individual,completed,4,4
J0156,W029,,individual,completed,3,3
J0078,W029,,individual,no_show,1,0
J0156,W029,,individual,no_show,2,0
J0157,W030,,individual,completed,2,1
J0157,W030,,individual,completed,5,1
J0157,W030,,individual,completed,2,1
J0157,W030,,individual,completed,4,1
J0158,W030,,individual,completed,3,1
J0158,W030,,individual,completed,5,3
J0158,W030,,individual,completed,4,4
J0158,W030,,individual,completed,3,3
J0158,W030,,individual,completed,2,2
J0159,W030,,individual,completed,2,2
J0160,W030,,individual,completed,4,4
J0161,W030,,individual,completed,3,3
J0162,W030,,individual,completed,2,2
J0162,W030,,individual,completed,4,4
J0162,W030,,individual,completed,3,3
J0162,W030,,individual,completed,5,5
J0162,W030,,individual,completed,4,4
J0163,W030,,individual,completed,2,2
J0161,W030,,individual,completed,3,3
J0161,W030,,individual,completed,4,4
J0161,W030,,individual,completed,4,4
J0164,W030,,individual,completed,3,3
J0161,W030,,individual,completed,5,5
J0165,W030,,individual,completed,4,4
J0166,W030,,individual,completed,3,3
J0166,W030,,individual,completed,4,4
J0161,W030,,individual,completed,5,5
J0166,W030,,individual,completed,3,3
J0166,W030,,individual,completed,2,2
J0166,W030,,individual,completed,5,5
J0167,W030,,individual,completed,5,5
J0167,W030,,individual,completed,2,2
J0167,W030,,individual,completed,2,2
J0167,W030,,individual,completed,3,3
J0168,W030,,individual,completed,2,2
J0169,W030,,individual,completed,4,4
J0168,W030,,individual,no_show,2,0
J0168,W030,,individual,no_show,2,0
J0120,W031,,individual,completed,4,1
J0120,W031,,individual,completed,3,1
J0120,W031,,individual,completed,5,1
J0155,W031,,individual,completed,5,1
J0170,W031,,individual,completed,5,1
J0170,W031,,individual,completed,2,1
J0170,W031,,individual,completed,4,1
J0170,W031,,individual,completed,2,1
J0171,W031,,individual,completed,3,1
J0171,W031,,individual,completed,4,1
J0172,W031,,individual,completed,2,1
J0173,W031,,individual,completed,4,1
J0171,W031,,individual,completed,3,2
J0170,W031,,individual,completed,5,5
J0173,W031,,individual,completed,3,3
J0173,W031,,individual,completed,2,2
J0171,W031,,individual,completed,3,3
J0173,W031,,individual,completed,5,5
J0170,W031,,individual,completed,5,5
J0170,W031,,individual,completed,3,3
J0174,W031,,individual,completed,4,4
J0174,W031,,individual,completed,3,3
J0174,W031,,individual,completed,2,2
J0174,W031,,individual,completed,4,4
J0175,W031,,individual,completed,4,4
J0175,W031,,individual,completed,4,4
J0175,W031,,individual,completed,2,2
J0176,W031,,individual,completed,4,4
J0176,W031,,individual,completed,3,3
J0176,W031,,individual,completed,3,3
J0177,W031,,individual,completed,5,5
J0177,W031,,individual,completed,3,3
J0177,W031,,individual,completed,2,2
J0177,W031,,individual,completed,5,5
J0172,W031,,individual,completed,3,3
J0178,W031,,individual,completed,2,2
J0179,W031,,individual,completed,3,3
J0178,W031,,individual,completed,4,4
J0178,W031,,individual,no_show,2,0
J0178,W031,,individual,no_show,4,0
J0108,W032,,individual,completed,3,1
J0180,W032,,individual,completed,2,1
J0180,W032,,individual,completed,3,1
J0181,W032,,individual,completed,5,1
J0180,W032,,individual,completed,4,1
J0181,W032,,individual,completed,2,1
J0180,W032,,individual,completed,2,1
J0108,W032,,individual,completed,3,1
J0182,W032,,individual,completed,3,1
J0183,W032,,individual,completed,4,1
J0180,W032,,individual,completed,5,1
J0180,W032,,individual,completed,2,1
J0181,W032,,individual,completed,5,5
J0181,W032,,individual,completed,2,2
J0184,W032,,individual,completed,3,3
J0184,W032,,individual,completed,4,4
J0185,W032,,individual,completed,4,4
J0184,W032,,individual,completed,3,3
J0186,W032,,individual,completed,5,5
J0184,W032,,individual,completed,3,3
J0186,W032,,individual,completed,3,3
J0185,W032,,individual,completed,3,3
J0185,W032,,individual,completed,4,4
J0185,W032,,individual,completed,3,3
J0187,W032,,individual,completed,3,3
J0186,W032,,individual,completed,4,4
J0187,W032,,individual,completed,5,5
J0185,W032,,individual,completed,3,3
J0185,W032,,individual,completed,2,2
J0188,W032,,individual,completed,2,2
J0189,W032,,individual,completed,3,3
J0189,W032,,individual,completed,3,3
J0190,W032,,individual,completed,4,4
J0191,W032,,individual,completed,3,3
J0191,W032,,individual,completed,3,3
J0190,W032,,individual,completed,3,3
J0190,W032,,individual,completed,2,2
J0192,W032,,individual,completed,3,3
J0190,W032,,individual,no_show,2,0
J0193,,RAVI01,crew,completed,4,4
J0194,,RAVI01,crew,completed,3,6
J0195,,RAVI01,crew,completed,3,3
J0196,,RAVI01,crew,completed,4,6
J0197,,RAVI01,crew,completed,6,5
J0198,,RAVI01,crew,completed,5,5
J0199,,RAVI01,crew,completed,4,4
J0200,,RAVI01,crew,completed,3,5
J0201,,RAVI01,crew,completed,4,6
J0202,,RAVI01,crew,completed,4,6
J0203,,RAVI01,crew,completed,4,6
J0204,,RAVI01,crew,completed,3,6
J0205,,RAVI01,crew,completed,4,6
J0206,,RAVI01,crew,completed,6,6
J0207,,RAVI01,crew,completed,5,6
J0208,,RAVI01,crew,completed,4,4
J0209,,RAVI01,crew,completed,6,4
J0210,,RAVI01,crew,completed,5,6
J0211,,RAVI01,crew,completed,6,6
J0212,,RAVI01,crew,completed,3,4
J0213,,RAVI01,crew,completed,5,3
J0214,,RAVI01,crew,completed,5,5
J0215,,RAVI01,crew,completed,4,3
J0216,,RAVI01,crew,completed,3,6
J0217,,RAVI01,crew,completed,5,4
J0218,,RAVI01,crew,completed,4,3
J0219,,RAVI01,crew,completed,3,6
J0220,,RAVI01,crew,completed,4,4
J0221,,RAVI01,crew,completed,4,3
J0222,,RAVI01,crew,completed,3,4
J0223,,RAVI01,crew,completed,4,6
J0224,,RAVI01,crew,completed,3,3
J0225,,M001,crew,completed,6,5
J0226,,M001,crew,completed,6,3
J0227,,M001,crew,completed,6,3
J0228,,M001,crew,completed,6,4
J0229,,M001,crew,completed,6,3
J0230,,M001,crew,completed,4,6
J0231,,M001,crew,completed,6,6
J0232,,M001,crew,completed,5,3
