job_id,rater_id,worker_id,crew_id,rating,comment
J0070,CON001,W013,,4.16,Careful with materials.
J0073,CON005,W013,,3.98,Work completed as agreed.
J0073,CON005,W013,,4.52,Careful with materials.
J0073,CON005,W013,,4.47,Work completed as agreed.
J0072,CON002,W013,,4.34,Reliable and punctual.
J0071,CON002,W013,,4.52,"Strong team, well coordinated."
J0073,CON005,W013,,4.16,"Good work, finished on time."
J0073,CON005,W013,,4.34,Work completed as agreed.
J0074,CON003,W014,,4.05,Work completed as agreed.
J0074,CON003,W014,,4.95,Work completed as agreed.
J0074,CON003,W014,,4.23,Careful with materials.
J0074,CON003,W014,,4.83,"Good work, finished on time."
J0063,CON006,W014,,4.82,Reliable and punctual.
J0075,CON004,W014,,4.17,Work completed as agreed.
J0075,CON004,W014,,4.5,"Strong team, well coordinated."
J0076,CON006,W014,,4.39,Quality was acceptable.
J0074,CON003,W014,,4.36,Work completed as agreed.
J0074,CON003,W014,,4.18,Work completed as agreed.
J0075,CON004,W014,,4.61,Quality was acceptable.
J0075,CON004,W014,,4.74,Would hire again.
J0074,CON003,W014,,4.59,Careful with materials.
J0077,CON001,W014,,4.77,Careful with materials.
J0077,CON001,W014,,4.85,Careful with materials.
J0077,CON001,W014,,4.74,Very neat finishing.
J0077,CON001,W014,,4.26,Very neat finishing.
J0078,CON001,W014,,4.15,"Good work, finished on time."
J0072,CON002,W014,,4.3,Work completed as agreed.
J0078,CON001,W014,,4.17,Would hire again.
J0073,CON005,W014,,4.26,"Strong team, well coordinated."
J0071,CON002,W014,,4.64,Very neat finishing.
J0078,CON001,W014,,4.36,Work completed as agreed.
J0072,CON002,W014,,4.64,Very neat finishing.
J0079,CON005,W014,,4.41,Would hire again.
J0080,CON003,W014,,4.7,Quality was acceptable.
J0080,CON003,W014,,4.83,Very neat finishing.
J0081,CON003,W015,,4.18,Quality was acceptable.
J0081,CON003,W015,,4.25,Reliable and punctual.
J0082,CON001,W015,,3.72,Very neat finishing.
J0082,CON001,W015,,4.35,Reliable and punctual.
J0082,CON001,W015,,3.65,Reliable and punctual.
J0082,CON001,W015,,3.7,Careful with materials.
J0082,CON001,W015,,4.31,Reliable and punctual.
J0082,CON001,W015,,3.59,Careful with materials.
J0083,CON001,W015,,4.16,Quality was acceptable.
J0083,CON001,W015,,3.87,Reliable and punctual.
J0083,CON001,W015,,4.03,Quality was acceptable.
J0083,CON001,W015,,3.58,Quality was acceptable.
J0084,CON006,W015,,3.75,Quality was acceptable.
J0083,CON001,W015,,3.6,Very neat finishing.
J0084,CON006,W015,,3.62,"Good work, finished on time."
J0085,CON003,W015,,4.32,Reliable and punctual.
J0085,CON003,W015,,4.3,Reliable and punctual.
J0083,CON001,W015,,3.55,"Strong team, well coordinated."
J0085,CON003,W015,,4.23,Work completed as agreed.
J0085,CON003,W015,,3.74,Quality was acceptable.
J0086,CON001,W015,,4.2,Work completed as agreed.
J0084,CON006,W015,,4.28,Reliable and punctual.
J0086,CON001,W015,,4.15,Quality was acceptable.
J0084,CON006,W015,,3.67,Reliable and punctual.
J0088,CON004,W016,,4.83,Careful with materials.
J0089,CON006,W016,,4.95,"Strong team, well coordinated."
J0089,CON006,W016,,4.56,"Strong team, well coordinated."
J0089,CON006,W016,,4.99,Quality was acceptable.
J0089,CON006,W016,,4.68,Work completed as agreed.
J0090,CON004,W016,,4.86,Would hire again.
J0090,CON004,W016,,4.94,Careful with materials.
J0091,CON005,W016,,4.92,"Good work, finished on time."
J0091,CON005,W016,,4.82,Would hire again.
J0090,CON004,W016,,4.55,Work completed as agreed.
J0090,CON004,W016,,4.82,Quality was acceptable.
J0090,CON004,W016,,4.56,Work completed as agreed.
J0092,CON003,W016,,4.94,Work completed as agreed.
J0093,CON004,W016,,4.61,Reliable and punctual.
J0091,CON005,W016,,4.55,Quality was acceptable.
J0093,CON004,W016,,4.64,Careful with materials.
J0091,CON005,W016,,4.75,"Strong team, well coordinated."
J0094,CON004,W016,,4.89,"Good work, finished on time."
J0094,CON004,W016,,4.67,Quality was acceptable.
J0094,CON004,W016,,4.61,"Strong team, well coordinated."
J0094,CON004,W016,,4.95,Would hire again.
J0094,CON004,W016,,4.89,"Good work, finished on time."
J0095,CON005,W016,,4.58,Very neat finishing.
J0095,CON005,W016,,4.51,"Strong team, well coordinated."
J0096,CON001,W016,,4.68,"Strong team, well coordinated."
J0097,CON006,W017,,4.17,Work completed as agreed.
J0098,CON003,W017,,4.3,"Strong team, well coordinated."
J0099,CON006,W017,,4.03,Reliable and punctual.
J0099,CON006,W017,,4.36,Would hire again.
J0100,CON002,W017,,4.18,"Strong team, well coordinated."
J0101,CON001,W017,,4.12,Quality was acceptable.
J0100,CON002,W017,,3.92,"Good work, finished on time."
J0101,CON001,W017,,4.56,"Good work, finished on time."
J0102,CON002,W017,,4.01,Quality was acceptable.
J0103,CON001,W017,,4.45,Careful with materials.
J0102,CON002,W017,,3.86,"Strong team, well coordinated."
J0102,CON002,W017,,4.31,Work completed as agreed.
J0102,CON002,W017,,4.47,Quality was acceptable.
J0102,CON002,W017,,3.96,Work completed as agreed.
J0104,CON005,W017,,4.36,Quality was acceptable.
J0101,CON001,W017,,4.62,Very neat finishing.
J0104,CON005,W017,,4.12,Quality was acceptable.
J0105,CON006,W017,,4.52,"Good work, finished on time."
J0106,CON004,W018,,4.69,Very neat finishing.
J0106,CON004,W018,,4.29,"Good work, finished on time."
J0107,CON005,W019,,4.14,Reliable and punctual.
J0107,CON005,W019,,4.18,Quality was acceptable.
J0108,CON005,W019,,3.83,Quality was acceptable.
J0108,CON005,W019,,4.6,Careful with materials.
J0109,CON003,W019,,4.34,"Strong team, well coordinated."
J0110,CON006,W019,,4.26,Reliable and punctual.
J0110,CON006,W019,,3.92,Work completed as agreed.
J0111,CON006,W019,,4.46,"Good work, finished on time."
J0110,CON006,W019,,4.38,Reliable and punctual.
J0109,CON003,W019,,4.69,Very neat finishing.
J0111,CON006,W019,,4.06,Reliable and punctual.
J0106,CON004,W020,,4.1,Careful with materials.
J0106,CON004,W020,,3.94,Reliable and punctual.
J0112,CON001,W021,,4.71,Careful with materials.
J0113,CON004,W021,,4.93,"Strong team, well coordinated."
J0114,CON002,W021,,4.75,"Good work, finished on time."
J0114,CON002,W021,,4.94,"Good work, finished on time."
J0115,CON002,W021,,4.94,Careful with materials.
J0115,CON002,W021,,4.72,"Strong team, well coordinated."
J0115,CON002,W021,,4.93,Reliable and punctual.
J0115,CON002,W021,,4.92,"Good work, finished on time."
J0113,CON004,W021,,4.99,Very neat finishing.
J0113,CON004,W021,,4.73,Would hire again.
J0113,CON004,W021,,4.74,"Good work, finished on time."
J0115,CON002,W021,,4.72,Quality was acceptable.
J0116,CON002,W021,,4.95,Would hire again.
J0116,CON002,W021,,4.91,Reliable and punctual.
J0116,CON002,W021,,4.89,Would hire again.
J0116,CON002,W021,,4.77,Careful with materials.
J0086,CON001,W021,,4.67,"Strong team, well coordinated."
J0117,CON004,W021,,4.73,"Strong team, well coordinated."
J0106,CON004,W022,,3.77,"Strong team, well coordinated."
J0118,CON004,W022,,3.71,"Strong team, well coordinated."
J0118,CON004,W022,,4.14,"Strong team, well coordinated."
J0119,CON006,W022,,4.07,Reliable and punctual.
J0120,CON004,W022,,4.13,Quality was acceptable.
J0120,CON004,W022,,3.7,"Strong team, well coordinated."
J0120,CON004,W022,,3.92,Quality was acceptable.
J0120,CON004,W023,,4.63,"Good work, finished on time."
J0121,CON005,W023,,4.42,Would hire again.
J0120,CON004,W023,,4.47,Would hire again.
J0121,CON005,W023,,4.17,Work completed as agreed.
J0122,CON004,W023,,4.35,Quality was acceptable.
J0120,CON004,W023,,4.77,Quality was acceptable.
J0121,CON005,W023,,4.77,Work completed as agreed.
J0121,CON005,W023,,4.17,"Good work, finished on time."
J0121,CON005,W023,,4.35,"Good work, finished on time."
J0122,CON004,W023,,4.52,Careful with materials.
J0122,CON004,W023,,4.22,Careful with materials.
J0122,CON004,W023,,4.72,Would hire again.
J0122,CON004,W023,,4.82,Would hire again.
J0122,CON004,W023,,4.12,Work completed as agreed.
J0123,CON001,W023,,4.31,Would hire again.
J0124,CON003,W023,,4.59,"Good work, finished on time."
J0123,CON001,W023,,4.59,Reliable and punctual.
J0126,CON004,W024,,4.79,Quality was acceptable.
J0126,CON004,W024,,4.66,Reliable and punctual.
J0127,CON006,W024,,4.63,Reliable and punctual.
J0127,CON006,W024,,4.65,Careful with materials.
J0127,CON006,W024,,4.72,Quality was acceptable.
J0128,CON001,W024,,4.94,Careful with materials.
J0128,CON001,W024,,4.97,Would hire again.
J0127,CON006,W024,,4.95,Work completed as agreed.
J0127,CON006,W024,,4.79,Reliable and punctual.
J0128,CON001,W024,,4.52,Reliable and punctual.
J0126,CON004,W024,,4.47,Careful with materials.
J0128,CON001,W024,,4.66,Work completed as agreed.
J0128,CON001,W024,,4.84,Reliable and punctual.
J0129,CON006,W024,,4.94,Careful with materials.
J0128,CON001,W024,,4.81,Reliable and punctual.
J0128,CON001,W024,,4.5,"Good work, finished on time."
J0129,CON006,W024,,4.63,"Strong team, well coordinated."
J0126,CON004,W024,,4.59,Careful with materials.
J0129,CON006,W024,,4.85,Reliable and punctual.
J0129,CON006,W024,,4.6,Very neat finishing.
J0129,CON006,W024,,4.81,Very neat finishing.
J0126,CON004,W024,,4.78,"Strong team, well coordinated."
J0126,CON004,W024,,4.49,"Good work, finished on time."
J0130,CON006,W024,,4.84,"Good work, finished on time."
J0130,CON006,W024,,4.65,Careful with materials.
J0131,CON006,W024,,4.92,Very neat finishing.
J0131,CON006,W024,,4.6,Would hire again.
J0130,CON006,W024,,4.78,Quality was acceptable.
J0131,CON006,W024,,4.5,"Strong team, well coordinated."
J0084,CON006,W025,,4.18,"Good work, finished on time."
J0084,CON006,W025,,4.12,Very neat finishing.
J0133,CON004,W025,,3.51,Careful with materials.
J0083,CON001,W025,,3.92,Quality was acceptable.
J0134,CON001,W025,,3.57,"Good work, finished on time."
J0112,CON001,W025,,3.7,"Good work, finished on time."
J0117,CON004,W025,,3.6,"Good work, finished on time."
J0135,CON003,W025,,4.32,Very neat finishing.
J0136,CON002,W025,,4.19,"Strong team, well coordinated."
J0135,CON003,W025,,3.86,Careful with materials.
J0137,CON001,W025,,3.59,Reliable and punctual.
J0135,CON003,W025,,3.52,"Good work, finished on time."
J0138,CON003,W025,,3.66,Quality was acceptable.
J0139,CON003,W025,,4.35,Work completed as agreed.
J0135,CON003,W025,,4.33,Quality was acceptable.
J0139,CON003,W025,,4.24,"Good work, finished on time."
J0135,CON003,W025,,4.14,Quality was acceptable.
J0140,CON005,W025,,3.99,Reliable and punctual.
J0139,CON003,W025,,4.01,"Good work, finished on time."
J0140,CON005,W025,,3.85,Reliable and punctual.
J0140,CON005,W025,,3.65,Reliable and punctual.
J0140,CON005,W025,,3.72,Work completed as agreed.
J0139,CON003,W025,,3.98,Careful with materials.
J0139,CON003,W025,,4.25,Quality was acceptable.
J0141,CON003,W025,,4.2,Quality was acceptable.
J0140,CON005,W025,,3.83,Work completed as agreed.
J0140,CON005,W025,,3.49,Would hire again.
J0141,CON003,W025,,3.64,Very neat finishing.
J0141,CON003,W025,,4.27,Quality was acceptable.
J0142,CON003,W026,,4.06,Reliable and punctual.
J0142,CON003,W026,,4.15,Reliable and punctual.
J0143,CON002,W026,,3.84,Very neat finishing.
J0144,CON003,W026,,4.62,Reliable and punctual.
J0144,CON003,W026,,4.23,"Good work, finished on time."
J0144,CON003,W026,,4.37,Quality was acceptable.
J0117,CON004,W026,,4.4,Quality was acceptable.
J0144,CON003,W026,,4.11,Quality was acceptable.
J0136,CON002,W026,,4.36,"Good work, finished on time."
J0143,CON002,W026,,4.31,Very neat finishing.
J0142,CON003,W026,,3.81,Very neat finishing.
J0141,CON003,W026,,4.14,"Strong team, well coordinated."
J0143,CON002,W026,,4.32,"Good work, finished on time."
J0142,CON003,W026,,4.68,Reliable and punctual.
J0145,CON006,W026,,3.96,Reliable and punctual.
J0143,CON002,W026,,3.78,Very neat finishing.
J0142,CON003,W026,,3.84,"Strong team, well coordinated."
J0141,CON003,W026,,3.89,"Good work, finished on time."
J0136,CON002,W026,,4.57,Careful with materials.
J0144,CON003,W026,,4.1,Would hire again.
J0112,CON001,W026,,4.09,Quality was acceptable.
J0145,CON006,W026,,4.46,Reliable and punctual.
J0146,CON003,W026,,4.6,"Good work, finished on time."
J0146,CON003,W026,,4.61,Quality was acceptable.
J0147,CON002,W026,,4.35,Would hire again.
J0148,CON003,W026,,4.0,Quality was acceptable.
J0148,CON003,W026,,4.5,Quality was acceptable.
J0134,CON001,W026,,3.85,Reliable and punctual.
J0148,CON003,W026,,4.62,Quality was acceptable.
J0148,CON003,W026,,3.86,Work completed as agreed.
J0149,CON002,W026,,4.65,Work completed as agreed.
J0151,CON006,W027,,3.8,"Strong team, well coordinated."
J0152,CON002,W027,,4.16,Work completed as agreed.
