worker_id,date,start_time,end_time,status
W009,2026-08-16,08:00,18:00,unavailable
W009,2026-08-17,08:00,18:00,available
W009,2026-08-18,08:00,18:00,available
W009,2026-08-19,08:00,18:00,available
W009,2026-08-20,08:00,18:00,available
W009,2026-08-21,08:00,18:00,available
W009,2026-08-22,08:00,18:00,available
W009,2026-08-23,08:00,18:00,unavailable
W009,2026-08-24,08:00,18:00,available
W009,2026-08-25,08:00,18:00,available
W009,2026-08-26,08:00,18:00,available
W010,2026-08-13,08:00,18:00,available
W010,2026-08-14,08:00,18:00,available
W010,2026-08-15,08:00,18:00,available
W010,2026-08-16,08:00,18:00,unavailable
W010,2026-08-17,08:00,18:00,available
W010,2026-08-18,08:00,18:00,available
W010,2026-08-19,08:00,18:00,available
W010,2026-08-20,08:00,18:00,available
W010,2026-08-21,08:00,18:00,available
W010,2026-08-22,08:00,18:00,available
W010,2026-08-23,08:00,18:00,unavailable
W010,2026-08-24,08:00,18:00,available
W010,2026-08-25,08:00,18:00,unavailable
W010,2026-08-26,08:00,18:00,available
W011,2026-08-13,08:00,18:00,available
W011,2026-08-14,08:00,18:00,available
W011,2026-08-15,08:00,18:00,available
W011,2026-08-16,08:00,18:00,unavailable
W011,2026-08-17,08:00,18:00,available
W011,2026-08-18,08:00,18:00,available
W011,2026-08-19,08:00,18:00,available
W011,2026-08-20,08:00,18:00,available
W011,2026-08-21,08:00,18:00,available
W011,2026-08-22,08:00,18:00,available
W011,2026-08-23,08:00,18:00,unavailable
W011,2026-08-24,08:00,18:00,available
W011,2026-08-25,08:00,18:00,available
W011,2026-08-26,08:00,18:00,booked
W012,2026-08-13,08:00,18:00,available
W012,2026-08-14,08:00,18:00,available
W012,2026-08-15,08:00,18:00,available
W012,2026-08-16,08:00,18:00,unavailable
W012,2026-08-17,08:00,18:00,booked
W012,2026-08-18,08:00,18:00,available
W012,2026-08-19,08:00,18:00,available
W012,2026-08-20,08:00,18:00,available
W012,2026-08-21,08:00,18:00,available
W012,2026-08-22,08:00,18:00,available
W012,2026-08-23,08:00,18:00,unavailable
W012,2026-08-24,08:00,18:00,booked
W012,2026-08-25,08:00,18:00,available
W012,2026-08-26,08:00,18:00,available
W013,2026-08-13,08:00,18:00,available
W013,2026-08-14,08:00,18:00,available
W013,2026-08-15,08:00,18:00,available
W013,2026-08-16,08:00,18:00,unavailable
W013,2026-08-17,08:00,18:00,available
W013,2026-08-18,08:00,18:00,available
W013,2026-08-19,08:00,18:00,available
W013,2026-08-20,08:00,18:00,available
W013,2026-08-21,08:00,18:00,available
W013,2026-08-22,08:00,18:00,available
W013,2026-08-23,08:00,18:00,available
W013,2026-08-24,08:00,18:00,available
W013,2026-08-25,08:00,18:00,available
W013,2026-08-26,08:00,18:00,unavailable
W014,2026-08-13,08:00,18:00,available
W014,2026-08-14,08:00,18:00,available
W014,2026-08-15,08:00,18:00,unavailable
W014,2026-08-16,08:00,18:00,unavailable
W014,2026-08-17,08:00,18:00,available
W014,2026-08-18,08:00,18:00,available
W014,2026-08-19,08:00,18:00,booked
W014,2026-08-20,08:00,18:00,available
W014,2026-08-21,08:00,18:00,available
W014,2026-08-22,08:00,18:00,available
W014,2026-08-23,08:00,18:00,available
W014,2026-08-24,08:00,18:00,available
W014,2026-08-25,08:00,18:00,available
W014,2026-08-26,08:00,18:00,available
W015,2026-08-13,08:00,18:00,booked
W015,2026-08-14,08:00,18:00,booked
W015,2026-08-15,08:00,18:00,booked
W015,2026-08-16,08:00,18:00,unavailable
W015,2026-08-17,08:00,18:00,booked
W015,2026-08-18,08:00,18:00,available
W015,2026-08-19,08:00,18:00,booked
W015,2026-08-20,08:00,18:00,booked
W015,2026-08-21,08:00,18:00,booked
W015,2026-08-22,08:00,18:00,booked
W015,2026-08-23,08:00,18:00,unavailable
W015,2026-08-24,08:00,18:00,booked
W015,2026-08-25,08:00,18:00,available
W015,2026-08-26,08:00,18:00,booked
W016,2026-08-13,08:00,18:00,available
W016,2026-08-14,08:00,18:00,booked
W016,2026-08-15,08:00,18:00,booked
W016,2026-08-16,08:00,18:00,unavailable
W016,2026-08-17,08:00,18:00,available
W016,2026-08-18,08:00,18:00,booked
W016,2026-08-19,08:00,18:00,booked
W016,2026-08-20,08:00,18:00,booked
W016,2026-08-21,08:00,18:00,available
W016,2026-08-22,08:00,18:00,booked
W016,2026-08-23,08:00,18:00,unavailable
W016,2026-08-24,08:00,18:00,booked
W016,2026-08-25,08:00,18:00,booked
W016,2026-08-26,08:00,18:00,available
W017,2026-08-13,08:00,18:00,available
W017,2026-08-14,08:00,18:00,available
W017,2026-08-15,08:00,18:00,available
W017,2026-08-16,08:00,18:00,unavailable
W017,2026-08-17,08:00,18:00,available
W017,2026-08-18,08:00,18:00,booked
W017,2026-08-19,08:00,18:00,available
W017,2026-08-20,08:00,18:00,booked
W017,2026-08-21,08:00,18:00,available
W017,2026-08-22,08:00,18:00,available
W017,2026-08-23,08:00,18:00,unavailable
W017,2026-08-24,08:00,18:00,unavailable
W017,2026-08-25,08:00,18:00,available
W017,2026-08-26,08:00,18:00,available
W018,2026-08-13,08:00,18:00,available
W018,2026-08-14,08:00,18:00,available
W018,2026-08-15,08:00,18:00,booked
W018,2026-08-16,08:00,18:00,unavailable
W018,2026-08-17,08:00,18:00,available
W018,2026-08-18,08:00,18:00,available
W018,2026-08-19,08:00,18:00,booked
W018,2026-08-20,08:00,18:00,available
W018,2026-08-21,08:00,18:00,available
W018,2026-08-22,08:00,18:00,available
W018,2026-08-23,08:00,18:00,unavailable
W018,2026-08-24,08:00,18:00,available
W018,2026-08-25,08:00,18:00,booked
W018,2026-08-26,08:00,18:00,available
W019,2026-08-13,08:00,18:00,available
W019,2026-08-14,08:00,18:00,available
W019,2026-08-15,08:00,18:00,available
W019,2026-08-16,08:00,18:00,unavailable
W019,2026-08-17,08:00,18:00,available
W019,2026-08-18,08:00,18:00,available
W019,2026-08-19,08:00,18:00,available
W019,2026-08-20,08:00,18:00,available
W019,2026-08-21,08:00,18:00,available
W019,2026-08-22,08:00,18:00,booked
W019,2026-08-23,08:00,18:00,unavailable
W019,2026-08-24,08:00,18:00,available
W019,2026-08-25,08:00,18:00,unavailable
W019,2026-08-26,08:00,18:00,available
W020,2026-08-13,08:00,18:00,unavailable
W020,2026-08-14,08:00,18:00,unavailable
W020,2026-08-15,08:00,18:00,unavailable
W020,2026-08-16,08:00,18:00,unavailable
W020,2026-08-17,08:00,18:00,unavailable
W020,2026-08-18,08:00,18:00,unavailable
W020,2026-08-19,08:00,18:00,unavailable
W020,2026-08-20,08:00,18:00,unavailable
W020,2026-08-21,08:00,18:00,unavailable
W020,2026-08-22,08:00,18:00,unavailable
W020,2026-08-23,08:00,18:00,unavailable
W020,2026-08-24,08:00,18:00,unavailable
W020,2026-08-25,08:00,18:00,unavailable
W020,2026-08-26,08:00,18:00,unavailable
W021,2026-08-13,08:00,18:00,available
W021,2026-08-14,08:00,18:00,available
W021,2026-08-15,08:00,18:00,available
W021,2026-08-16,08:00,18:00,unavailable
W021,2026-08-17,08:00,18:00,available
W021,2026-08-18,08:00,18:00,available
W021,2026-08-19,08:00,18:00,available
W021,2026-08-20,08:00,18:00,available
W021,2026-08-21,08:00,18:00,available
W021,2026-08-22,08:00,18:00,available
W021,2026-08-23,08:00,18:00,unavailable
W021,2026-08-24,08:00,18:00,available
W021,2026-08-25,08:00,18:00,available
W021,2026-08-26,08:00,18:00,available
W022,2026-08-13,08:00,18:00,booked
W022,2026-08-14,08:00,18:00,available
W022,2026-08-15,08:00,18:00,available
W022,2026-08-16,08:00,18:00,unavailable
W022,2026-08-17,08:00,18:00,booked
W022,2026-08-18,08:00,18:00,available
W022,2026-08-19,08:00,18:00,available
W022,2026-08-20,08:00,18:00,available
W022,2026-08-21,08:00,18:00,available
W022,2026-08-22,08:00,18:00,available
W022,2026-08-23,08:00,18:00,unavailable
W022,2026-08-24,08:00,18:00,available
W022,2026-08-25,08:00,18:00,booked
W022,2026-08-26,08:00,18:00,available
W023,2026-08-13,08:00,18:00,booked
W023,2026-08-14,08:00,18:00,booked
W023,2026-08-15,08:00,18:00,booked
W023,2026-08-16,08:00,18:00,unavailable
W023,2026-08-17,08:00,18:00,booked
W023,2026-08-18,08:00,18:00,booked
W023,2026-08-19,08:00,18:00,booked
W023,2026-08-20,08:00,18:00,available
W023,2026-08-21,08:00,18:00,booked
W023,2026-08-22,08:00,18:00,booked
W023,2026-08-23,08:00,18:00,available
W023,2026-08-24,08:00,18:00,booked
W023,2026-08-25,08:00,18:00,booked
W023,2026-08-26,08:00,18:00,available
W024,2026-08-13,08:00,18:00,available
W024,2026-08-14,08:00,18:00,available
W024,2026-08-15,08:00,18:00,booked
W024,2026-08-16,08:00,18:00,available
W024,2026-08-17,08:00,18:00,available
W024,2026-08-18,08:00,18:00,available
W024,2026-08-19,08:00,18:00,available
W024,2026-08-20,08:00,18:00,booked
W024,2026-08-21,08:00,18:00,available
W024,2026-08-22,08:00,18:00,available
W024,2026-08-23,08:00,18:00,unavailable
W024,2026-08-24,08:00,18:00,available
W024,2026-08-25,08:00,18:00,booked
W024,2026-08-26,08:00,18:00,available
W025,2026-08-13,08:00,18:00,booked
W025,2026-08-14,08:00,18:00,booked
W025,2026-08-15,08:00,18:00,booked
W025,2026-08-16,08:00,18:00,unavailable
W025,2026-08-17,08:00,18:00,booked
W025,2026-08-18,08:00,18:00,available
W025,2026-08-19,08:00,18:00,available
W025,2026-08-20,08:00,18:00,booked
W025,2026-08-21,08:00,18:00,available
W025,2026-08-22,08:00,18:00,available
W025,2026-08-23,08:00,18:00,unavailable
W025,2026-08-24,08:00,18:00,available
W025,2026-08-25,08:00,18:00,available
W025,2026-08-26,08:00,18:00,available
W026,2026-08-13,08:00,18:00,available
W026,2026-08-14,08:00,18:00,available
W026,2026-08-15,08:00,18:00,unavailable
W026,2026-08-16,08:00,18:00,unavailable
W026,2026-08-17,08:00,18:00,available
W026,2026-08-18,08:00,18:00,available
W026,2026-08-19,08:00,18:00,available
W026,2026-08-20,08:00,18:00,available
W026,2026-08-21,08:00,18:00,booked
W026,2026-08-22,08:00,18:00,available
W026,2026-08-23,08:00,18:00,unavailable
W026,2026-08-24,08:00,18:00,available
W026,2026-08-25,08:00,18:00,unavailable
W026,2026-08-26,08:00,18:00,booked
W027,2026-08-13,08:00,18:00,available
W027,2026-08-14,08:00,18:00,booked
W027,2026-08-15,08:00,18:00,booked
W027,2026-08-16,08:00,18:00,booked
W027,2026-08-17,08:00,18:00,available
W027,2026-08-18,08:00,18:00,booked
W027,2026-08-19,08:00,18:00,available
W027,2026-08-20,08:00,18:00,booked
W027,2026-08-21,08:00,18:00,available
W027,2026-08-22,08:00,18:00,booked
W027,2026-08-23,08:00,18:00,unavailable
W027,2026-08-24,08:00,18:00,booked
W027,2026-08-25,08:00,18:00,booked
W027,2026-08-26,08:00,18:00,booked
W028,2026-08-13,08:00,18:00,unavailable
W028,2026-08-14,08:00,18:00,available
W028,2026-08-15,08:00,18:00,booked
W028,2026-08-16,08:00,18:00,unavailable
W028,2026-08-17,08:00,18:00,booked
W028,2026-08-18,08:00,18:00,booked
W028,2026-08-19,08:00,18:00,available
W028,2026-08-20,08:00,18:00,booked
W028,2026-08-21,08:00,18:00,available
W028,2026-08-22,08:00,18:00,unavailable
W028,2026-08-23,08:00,18:00,unavailable
W028,2026-08-24,08:00,18:00,available
W028,2026-08-25,08:00,18:00,booked
W028,2026-08-26,08:00,18:00,available
W029,2026-08-13,08:00,18:00,available
W029,2026-08-14,08:00,18:00,booked
W029,2026-08-15,08:00,18:00,booked
W029,2026-08-16,08:00,18:00,unavailable
W029,2026-08-17,08:00,18:00,booked
W029,2026-08-18,08:00,18:00,available
W029,2026-08-19,08:00,18:00,available
W029,2026-08-20,08:00,18:00,available
W029,2026-08-21,08:00,18:00,booked
W029,2026-08-22,08:00,18:00,booked
W029,2026-08-23,08:00,18:00,available
W029,2026-08-24,08:00,18:00,available
W029,2026-08-25,08:00,18:00,booked
W029,2026-08-26,08:00,18:00,available
W030,2026-08-13,08:00,18:00,booked
W030,2026-08-14,08:00,18:00,booked
W030,2026-08-15,08:00,18:00,booked
W030,2026-08-16,08:00,18:00,unavailable
W030,2026-08-17,08:00,18:00,available
W030,2026-08-18,08:00,18:00,available
W030,2026-08-19,08:00,18:00,available
W030,2026-08-20,08:00,18:00,booked
W030,2026-08-21,08:00,18:00,available
W030,2026-08-22,08:00,18:00,available
W030,2026-08-23,08:00,18:00,unavailable
W030,2026-08-24,08:00,18:00,available
W030,2026-08-25,08:00,18:00,available
W030,2026-08-26,08:00,18:00,available
W031,2026-08-13,08:00,18:00,available
W031,2026-08-14,08:00,18:00,available
W031,2026-08-15,08:00,18:00,available
W031,2026-08-16,08:00,18:00,unavailable
W031,2026-08-17,08:00,18:00,available
W031,2026-08-18,08:00,18:00,available
W031,2026-08-19,08:00,18:00,available
W031,2026-08-20,08:00,18:00,available
W031,2026-08-21,08:00,18:00,unavailable
W031,2026-08-22,08:00,18:00,booked
W031,2026-08-23,08:00,18:00,unavailable
W031,2026-08-24,08:00,18:00,booked
W031,2026-08-25,08:00,18:00,available
W031,2026-08-26,08:00,18:00,available
W032,2026-08-13,08:00,18:00,available
W032,2026-08-14,08:00,18:00,available
W032,2026-08-15,08:00,18:00,available
W032,2026-08-16,08:00,18:00,unavailable
W032,2026-08-17,08:00,18:00,available
W032,2026-08-18,08:00,18:00,booked
W032,2026-08-19,08:00,18:00,available
W032,2026-08-20,08:00,18:00,available
W032,2026-08-21,08:00,18:00,available
W032,2026-08-22,08:00,18:00,available
W032,2026-08-23,08:00,18:00,booked
W032,2026-08-24,08:00,18:00,booked
W032,2026-08-25,08:00,18:00,available
W032,2026-08-26,08:00,18:00,booked
