id,contractor_id,title,description,skill_required,workers_required,location_name,location_lat,location_lng,site_address,date,start_time,wage,status
J0020,CON002,Block work for partition walls,Block work for partition walls at Amaravati.,Mason,3,Amaravati,16.565466,80.376981,"Site 17, Amaravati",2025-08-15,08:30,1000,completed
J0021,CON002,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,3,Amaravati,16.565335,80.366471,"Site 54, Amaravati",2025-08-01,09:00,800,completed
J0022,CON003,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,7,Amaravati,16.585577,80.34726,"Site 40, Amaravati",2025-12-11,08:30,900,completed
J0023,CON002,Assisting concrete pour,Assisting concrete pour at Ponnur.,Helper,3,Ponnur,16.085391,80.578884,"Site 6, Ponnur",2025-12-15,08:30,650,completed
J0024,CON006,Assisting concrete pour,Assisting concrete pour at Guntur.,Helper,6,Guntur,16.311482,80.454227,"Site 59, Guntur",2025-04-08,09:00,700,completed
J0025,CON002,Assisting concrete pour,Assisting concrete pour at Narasaraopet.,Helper,3,Narasaraopet,16.216309,80.044821,"Site 29, Narasaraopet",2025-06-12,08:00,1000,completed
J0026,CON004,Site clearing and material shifting,Site clearing and material shifting at Mangalagiri.,Helper,2,Mangalagiri,16.436368,80.571886,"Site 4, Mangalagiri",2026-05-02,08:30,700,completed
J0027,CON002,Assisting concrete pour,Assisting concrete pour at Tenali.,Helper,1,Tenali,16.254546,80.643839,"Site 55, Tenali",2025-09-01,08:00,700,completed
J0028,CON001,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,3,Vijayawada,16.502632,80.662944,"Site 56, Vijayawada",2025-08-31,09:00,650,completed
J0029,CON005,Compound wall masonry,Compound wall masonry at Amaravati.,Mason,6,Amaravati,16.590663,80.371678,"Site 2, Amaravati",2026-07-08,08:00,750,completed
J0030,CON003,Block work for partition walls,Block work for partition walls at Tenali.,Mason,6,Tenali,16.229296,80.644714,"Site 6, Tenali",2026-06-11,08:30,800,completed
J0031,CON001,Compound wall masonry,Compound wall masonry at Narasaraopet.,Mason,7,Narasaraopet,16.219607,80.030834,"Site 11, Narasaraopet",2025-06-02,09:00,800,completed
J0032,CON004,Compound wall masonry,Compound wall masonry at Sattenapalle.,Mason,3,Sattenapalle,16.379738,80.132731,"Site 41, Sattenapalle",2025-09-07,08:30,1000,completed
J0033,CON001,Block work for partition walls,Block work for partition walls at Ponnur.,Mason,7,Ponnur,16.065208,80.568873,"Site 58, Ponnur",2025-03-02,08:00,800,completed
J0034,CON003,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,7,Vijayawada,16.508519,80.643463,"Site 47, Vijayawada",2025-08-31,09:00,850,completed
J0035,CON004,Compound wall masonry,Compound wall masonry at Bapatla.,Mason,6,Bapatla,15.893967,80.485724,"Site 58, Bapatla",2025-12-07,08:00,750,completed
J0036,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Chilakaluripet.,Mason,1,Chilakaluripet,16.104165,80.169382,"Site 46, Chilakaluripet",2026-06-11,09:00,1000,completed
J0037,CON005,Compound wall masonry,Compound wall masonry at Sattenapalle.,Mason,1,Sattenapalle,16.383131,80.169781,"Site 15, Sattenapalle",2025-03-07,08:00,750,completed
J0038,CON003,Block work for partition walls,Block work for partition walls at Mangalagiri.,Mason,1,Mangalagiri,16.433527,80.555493,"Site 6, Mangalagiri",2025-08-07,09:00,750,completed
J0039,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Ponnur.,Mason,2,Ponnur,16.085942,80.556846,"Site 23, Ponnur",2026-06-20,08:00,750,completed
J0040,CON003,Block work for partition walls,Block work for partition walls at Bapatla.,Mason,6,Bapatla,15.897942,80.472812,"Site 30, Bapatla",2025-08-08,09:00,800,completed
J0041,CON004,Block work for partition walls,Block work for partition walls at Narasaraopet.,Mason,7,Narasaraopet,16.229279,80.061234,"Site 22, Narasaraopet",2026-01-20,08:30,650,completed
J0042,CON003,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,2,Vijayawada,16.509157,80.649178,"Site 21, Vijayawada",2025-05-06,09:00,750,completed
J0043,CON001,Block work for partition walls,Block work for partition walls at Narasaraopet.,Mason,2,Narasaraopet,16.243162,80.038583,"Site 19, Narasaraopet",2025-11-08,09:00,800,completed
J0044,CON003,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,6,Vijayawada,16.5082,80.639614,"Site 55, Vijayawada",2025-08-13,08:00,900,completed
J0045,CON001,Block work for partition walls,Block work for partition walls at Mangalagiri.,Mason,7,Mangalagiri,16.442315,80.549051,"Site 37, Mangalagiri",2026-03-14,08:30,800,completed
J0046,CON006,Brickwork for first floor slab,Brickwork for first floor slab at Chilakaluripet.,Mason,5,Chilakaluripet,16.087833,80.167894,"Site 57, Chilakaluripet",2026-05-20,09:00,900,completed
J0047,CON001,Compound wall masonry,Compound wall masonry at Guntur.,Mason,5,Guntur,16.324642,80.447341,"Site 42, Guntur",2026-05-12,08:00,1000,completed
J0048,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,4,Amaravati,16.582345,80.346093,"Site 32, Amaravati",2025-09-02,09:00,800,completed
J0049,CON004,Compound wall masonry,Compound wall masonry at Narasaraopet.,Mason,5,Narasaraopet,16.2441,80.060554,"Site 3, Narasaraopet",2026-03-19,08:30,650,completed
J0050,CON005,Compound wall masonry,Compound wall masonry at Vijayawada.,Mason,2,Vijayawada,16.501956,80.659796,"Site 36, Vijayawada",2026-03-25,08:30,1000,completed
J0051,CON005,Brickwork for first floor slab,Brickwork for first floor slab at Tenali.,Mason,7,Tenali,16.236119,80.644523,"Site 26, Tenali",2025-02-22,09:00,900,completed
J0052,CON005,Block work for partition walls,Block work for partition walls at Guntur.,Mason,7,Guntur,16.310041,80.42332,"Site 47, Guntur",2025-12-13,09:00,1000,completed
J0053,CON005,Compound wall masonry,Compound wall masonry at Bapatla.,Mason,6,Bapatla,15.921748,80.478916,"Site 19, Bapatla",2025-08-11,08:00,850,completed
J0054,CON001,Block work for partition walls,Block work for partition walls at Guntur.,Mason,4,Guntur,16.313493,80.437742,"Site 15, Guntur",2025-11-28,08:00,650,completed
J0055,CON001,Compound wall masonry,Compound wall masonry at Narasaraopet.,Mason,5,Narasaraopet,16.237718,80.034292,"Site 19, Narasaraopet",2026-07-25,08:30,900,completed
J0056,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Sattenapalle.,Mason,4,Sattenapalle,16.401411,80.132485,"Site 30, Sattenapalle",2025-11-09,08:30,700,completed
J0057,CON004,Block work for partition walls,Block work for partition walls at Guntur.,Mason,1,Guntur,16.302538,80.449158,"Site 14, Guntur",2025-09-22,09:00,650,completed
J0058,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Guntur.,Mason,6,Guntur,16.298184,80.423699,"Site 50, Guntur",2025-04-07,09:00,900,completed
J0059,CON004,Brickwork for first floor slab,Brickwork for first floor slab at Bapatla.,Mason,5,Bapatla,15.88972,80.481511,"Site 12, Bapatla",2026-05-13,09:00,800,completed
J0060,CON003,Block work for partition walls,Block work for partition walls at Tenali.,Mason,5,Tenali,16.243156,80.631571,"Site 37, Tenali",2026-06-07,08:30,850,completed
J0061,CON004,Block work for partition walls,Block work for partition walls at Guntur.,Mason,2,Guntur,16.309195,80.455211,"Site 34, Guntur",2025-04-16,08:00,800,completed
J0062,CON004,Brickwork for first floor slab,Brickwork for first floor slab at Narasaraopet.,Mason,7,Narasaraopet,16.230087,80.054199,"Site 56, Narasaraopet",2026-06-12,08:00,700,completed
J0063,CON006,Compound wall masonry,Compound wall masonry at Ponnur.,Mason,6,Ponnur,16.083305,80.568783,"Site 25, Ponnur",2026-01-06,08:30,850,completed
J0064,CON005,Compound wall masonry,Compound wall masonry at Chilakaluripet.,Mason,7,Chilakaluripet,16.10786,80.172868,"Site 30, Chilakaluripet",2025-11-13,08:00,900,completed
J0065,CON002,Brickwork for first floor slab,Brickwork for first floor slab at Vijayawada.,Mason,4,Vijayawada,16.512349,80.662329,"Site 6, Vijayawada",2025-09-30,08:30,800,completed
J0066,CON001,Block work for partition walls,Block work for partition walls at Mangalagiri.,Mason,1,Mangalagiri,16.419157,80.582725,"Site 31, Mangalagiri",2026-06-21,08:30,650,completed
J0067,CON003,Brickwork for first floor slab,Brickwork for first floor slab at Sattenapalle.,Mason,4,Sattenapalle,16.374326,80.138286,"Site 49, Sattenapalle",2026-02-01,09:00,1000,completed
J0068,CON001,Block work for partition walls,Block work for partition walls at Ponnur.,Mason,4,Ponnur,16.055986,80.549741,"Site 50, Ponnur",2026-04-25,09:00,850,completed
J0069,CON003,Block work for partition walls,Block work for partition walls at Vijayawada.,Mason,3,Vijayawada,16.496919,80.6432,"Site 10, Vijayawada",2026-05-20,09:00,800,completed
J0070,CON001,Brickwork for first floor slab,Brickwork for first floor slab at Amaravati.,Mason,3,Amaravati,16.578167,80.356814,"Site 20, Amaravati",2025-03-14,08:00,800,completed
J0071,CON002,Compound wall masonry,Compound wall masonry at Sattenapalle.,Mason,3,Sattenapalle,16.397828,80.157812,"Site 21, Sattenapalle",2025-09-30,08:00,800,completed
J0072,CON002,Compound wall masonry,Compound wall masonry at Ponnur.,Mason,5,Ponnur,16.057912,80.578135,"Site 8, Ponnur",2025-09-04,09:00,700,completed
J0073,CON005,Block work for partition walls,Block work for partition walls at Tenali.,Mason,7,Tenali,16.248333,80.629681,"Site 10, Tenali",2025-03-10,09:00,800,completed
J0074,CON003,Block work for partition walls,Block work for partition walls at Bapatla.,Mason,7,Bapatla,15.891378,80.453505,"Site 28, Bapatla",2025-11-27,08:30,700,completed
J0075,CON004,Block work for partition walls,Block work for partition walls at Vijayawada.,Mason,4,Vijayawada,16.496694,80.662505,"Site 41, Vijayawada",2025-04-22,08:30,850,completed
J0076,CON006,Compound wall masonry,Compound wall masonry at Amaravati.,Mason,1,Amaravati,16.577107,80.365384,"Site 8, Amaravati",2025-10-03,08:00,750,completed
J0077,CON001,Block work for partition walls,Block work for partition walls at Tenali.,Mason,4,Tenali,16.230805,80.635358,"Site 33, Tenali",2025-03-25,09:00,800,completed
J0078,CON001,Compound wall masonry,Compound wall masonry at Bapatla.,Mason,3,Bapatla,15.904832,80.470009,"Site 50, Bapatla",2025-03-14,09:00,1000,completed
J0079,CON005,Compound wall masonry,Compound wall masonry at Bapatla.,Mason,3,Bapatla,15.895643,80.468651,"Site 46, Bapatla",2025-08-09,08:30,750,completed
J0080,CON003,Brickwork for first floor slab,Brickwork for first floor slab at Tenali.,Mason,5,Tenali,16.261511,80.651428,"Site 18, Tenali",2026-04-28,09:00,700,completed
J0081,CON003,Roof truss carpentry,Roof truss carpentry at Guntur.,Carpenter,2,Guntur,16.291669,80.450806,"Site 30, Guntur",2025-04-20,08:00,800,completed
J0082,CON001,Door and window frame fitting,Door and window frame fitting at Sattenapalle.,Carpenter,6,Sattenapalle,16.40028,80.155956,"Site 26, Sattenapalle",2026-05-11,09:00,750,completed
J0083,CON001,Roof truss carpentry,Roof truss carpentry at Vijayawada.,Carpenter,7,Vijayawada,16.490328,80.642702,"Site 9, Vijayawada",2026-05-04,08:30,1000,completed
J0084,CON006,Roof truss carpentry,Roof truss carpentry at Vijayawada.,Carpenter,7,Vijayawada,16.491801,80.632926,"Site 23, Vijayawada",2026-05-07,08:30,750,completed
J0085,CON003,Door and window frame fitting,Door and window frame fitting at Mangalagiri.,Carpenter,4,Mangalagiri,16.440614,80.559822,"Site 51, Mangalagiri",2025-02-28,08:00,800,completed
J0086,CON001,Door and window frame fitting,Door and window frame fitting at Guntur.,Carpenter,3,Guntur,16.297187,80.418093,"Site 51, Guntur",2026-05-26,08:30,850,completed
J0087,CON001,Door and window frame fitting,Door and window frame fitting at Amaravati.,Carpenter,1,Amaravati,16.578872,80.371881,"Site 20, Amaravati",2025-06-29,09:00,800,completed
J0088,CON004,Sanitary line installation,Sanitary line installation at Amaravati.,Plumber,1,Amaravati,16.580465,80.343113,"Site 3, Amaravati",2026-04-20,08:00,700,completed
J0089,CON006,Overhead tank plumbing,Overhead tank plumbing at Guntur.,Plumber,4,Guntur,16.308815,80.453058,"Site 15, Guntur",2026-02-01,08:30,700,completed
J0090,CON004,Sanitary line installation,Sanitary line installation at Narasaraopet.,Plumber,5,Narasaraopet,16.228092,80.052124,"Site 24, Narasaraopet",2025-10-18,08:00,750,completed
J0091,CON005,Sanitary line installation,Sanitary line installation at Tenali.,Plumber,4,Tenali,16.223255,80.636401,"Site 35, Tenali",2025-11-25,08:30,900,completed
J0092,CON003,Overhead tank plumbing,Overhead tank plumbing at Amaravati.,Plumber,1,Amaravati,16.557323,80.343841,"Site 5, Amaravati",2026-05-09,09:00,850,completed
J0093,CON004,Overhead tank plumbing,Overhead tank plumbing at Sattenapalle.,Plumber,2,Sattenapalle,16.410742,80.145718,"Site 21, Sattenapalle",2025-11-09,08:30,750,completed
J0094,CON004,Overhead tank plumbing,Overhead tank plumbing at Narasaraopet.,Plumber,5,Narasaraopet,16.249099,80.033617,"Site 53, Narasaraopet",2025-04-16,09:00,900,completed
J0095,CON005,Sanitary line installation,Sanitary line installation at Vijayawada.,Plumber,2,Vijayawada,16.504682,80.660156,"Site 8, Vijayawada",2025-11-21,08:00,650,completed
J0096,CON001,Overhead tank plumbing,Overhead tank plumbing at Vijayawada.,Plumber,1,Vijayawada,16.487072,80.630579,"Site 52, Vijayawada",2025-11-11,08:00,650,completed
J0097,CON006,Column shuttering,Column shuttering at Mangalagiri.,Shuttering Carpenter,1,Mangalagiri,16.436406,80.579888,"Site 41, Mangalagiri",2025-05-31,09:00,1000,completed
J0098,CON003,Slab shuttering and props,Slab shuttering and props at Bapatla.,Shuttering Carpenter,1,Bapatla,15.915657,80.460861,"Site 25, Bapatla",2025-03-30,08:30,700,completed
J0099,CON006,Slab shuttering and props,Slab shuttering and props at Guntur.,Shuttering Carpenter,2,Guntur,16.319046,80.435367,"Site 50, Guntur",2025-10-20,09:00,700,completed
J0100,CON002,Slab shuttering and props,Slab shuttering and props at Mangalagiri.,Shuttering Carpenter,2,Mangalagiri,16.433728,80.587307,"Site 23, Mangalagiri",2026-06-07,08:00,700,completed
J0101,CON001,Column shuttering,Column shuttering at Amaravati.,Shuttering Carpenter,3,Amaravati,16.576044,80.361024,"Site 54, Amaravati",2025-08-08,08:30,850,completed
J0102,CON002,Slab shuttering and props,Slab shuttering and props at Tenali.,Shuttering Carpenter,5,Tenali,16.23663,80.627098,"Site 4, Tenali",2026-01-09,08:00,700,completed
J0103,CON001,Slab shuttering and props,Slab shuttering and props at Ponnur.,Shuttering Carpenter,1,Ponnur,16.070141,80.560162,"Site 9, Ponnur",2025-07-17,08:00,900,completed
J0104,CON005,Column shuttering,Column shuttering at Tenali.,Shuttering Carpenter,2,Tenali,16.247096,80.656842,"Site 41, Tenali",2026-07-01,09:00,650,completed
J0105,CON006,Column shuttering,Column shuttering at Chilakaluripet.,Shuttering Carpenter,1,Chilakaluripet,16.069656,80.155587,"Site 23, Chilakaluripet",2025-08-25,08:30,1000,completed
J0106,CON004,Bathroom wall tiling,Bathroom wall tiling at Ponnur.,Tile Layer,7,Ponnur,16.060749,80.561714,"Site 51, Ponnur",2025-03-17,09:00,900,completed
J0107,CON005,Column reinforcement cage,Column reinforcement cage at Mangalagiri.,Bar Bender,2,Mangalagiri,16.449676,80.564371,"Site 43, Mangalagiri",2025-08-29,08:30,750,completed
J0108,CON005,Column reinforcement cage,Column reinforcement cage at Vijayawada.,Bar Bender,2,Vijayawada,16.497982,80.654481,"Site 13, Vijayawada",2025-05-23,08:00,650,completed
J0109,CON003,Steel binding for footings,Steel binding for footings at Chilakaluripet.,Bar Bender,2,Chilakaluripet,16.088764,80.173642,"Site 42, Chilakaluripet",2025-06-22,09:00,800,completed
J0110,CON006,Column reinforcement cage,Column reinforcement cage at Narasaraopet.,Bar Bender,7,Narasaraopet,16.23259,80.040536,"Site 37, Narasaraopet",2026-06-19,08:00,700,completed
J0111,CON006,Steel binding for footings,Steel binding for footings at Bapatla.,Bar Bender,4,Bapatla,15.911883,80.484554,"Site 31, Bapatla",2025-06-01,08:30,650,completed
J0112,CON001,Door and window frame fitting,Door and window frame fitting at Narasaraopet.,Carpenter,3,Narasaraopet,16.227438,80.063714,"Site 56, Narasaraopet",2025-08-23,08:00,700,completed
J0113,CON004,Door and window frame fitting,Door and window frame fitting at Amaravati.,Carpenter,4,Amaravati,16.579322,80.346017,"Site 59, Amaravati",2025-06-03,08:30,900,completed
J0114,CON002,Door and window frame fitting,Door and window frame fitting at Ponnur.,Carpenter,2,Ponnur,16.052126,80.580752,"Site 12, Ponnur",2025-03-03,08:00,1000,completed
J0115,CON002,Door and window frame fitting,Door and window frame fitting at Ponnur.,Carpenter,5,Ponnur,16.072116,80.551655,"Site 16, Ponnur",2025-03-04,08:30,800,completed
J0116,CON002,Roof truss carpentry,Roof truss carpentry at Narasaraopet.,Carpenter,4,Narasaraopet,16.231952,80.045059,"Site 30, Narasaraopet",2025-09-25,08:30,700,completed
J0117,CON004,Door and window frame fitting,Door and window frame fitting at Mangalagiri.,Carpenter,5,Mangalagiri,16.416697,80.578619,"Site 52, Mangalagiri",2025-10-02,09:00,800,completed
J0118,CON004,Bathroom wall tiling,Bathroom wall tiling at Narasaraopet.,Tile Layer,2,Narasaraopet,16.218904,80.035118,"Site 47, Narasaraopet",2026-01-30,09:00,1000,completed
J0119,CON006,Bathroom wall tiling,Bathroom wall tiling at Sattenapalle.,Tile Layer,1,Sattenapalle,16.388567,80.153423,"Site 55, Sattenapalle",2025-05-30,08:00,800,completed
J0120,CON004,Bathroom wall tiling,Bathroom wall tiling at Vijayawada.,Tile Layer,7,Vijayawada,16.5209,80.643267,"Site 27, Vijayawada",2025-03-09,08:00,1000,completed
J0121,CON005,Bathroom wall tiling,Bathroom wall tiling at Mangalagiri.,Tile Layer,5,Mangalagiri,16.419751,80.583079,"Site 9, Mangalagiri",2026-07-30,08:00,800,completed
J0122,CON004,Bathroom wall tiling,Bathroom wall tiling at Mangalagiri.,Tile Layer,6,Mangalagiri,16.417295,80.584276,"Site 2, Mangalagiri",2025-08-01,08:00,700,completed
J0123,CON001,"Floor tiling, two apartments","Floor tiling, two apartments at Amaravati.",Tile Layer,2,Amaravati,16.558209,80.343061,"Site 32, Amaravati",2025-02-26,08:00,850,completed
J0124,CON003,"Floor tiling, two apartments","Floor tiling, two apartments at Narasaraopet.",Tile Layer,2,Narasaraopet,16.221415,80.051926,"Site 45, Narasaraopet",2025-06-10,08:30,750,completed
J0125,CON005,Bathroom wall tiling,Bathroom wall tiling at Vijayawada.,Tile Layer,3,Vijayawada,16.515143,80.632052,"Site 42, Vijayawada",2025-02-26,08:00,800,completed
J0126,CON004,Exterior painting,Exterior painting at Tenali.,Painter,6,Tenali,16.247453,80.651167,"Site 56, Tenali",2025-05-12,09:00,1000,completed
J0127,CON006,Exterior painting,Exterior painting at Sattenapalle.,Painter,5,Sattenapalle,16.374194,80.164733,"Site 43, Sattenapalle",2025-11-09,08:30,850,completed
J0128,CON001,Interior emulsion painting,Interior emulsion painting at Tenali.,Painter,7,Tenali,16.243223,80.638772,"Site 56, Tenali",2026-07-23,08:00,650,completed
J0129,CON006,Exterior painting,Exterior painting at Sattenapalle.,Painter,5,Sattenapalle,16.388234,80.132171,"Site 55, Sattenapalle",2025-04-23,08:30,750,completed
J0130,CON006,Exterior painting,Exterior painting at Chilakaluripet.,Painter,4,Chilakaluripet,16.087496,80.170773,"Site 32, Chilakaluripet",2026-03-30,08:00,850,completed
J0131,CON006,Interior emulsion painting,Interior emulsion painting at Tenali.,Painter,3,Tenali,16.227142,80.646301,"Site 33, Tenali",2026-02-07,08:30,800,completed
J0132,CON006,Exterior painting,Exterior painting at Sattenapalle.,Painter,1,Sattenapalle,16.410548,80.135307,"Site 33, Sattenapalle",2025-10-10,09:00,900,completed
J0133,CON004,Door and window frame fitting,Door and window frame fitting at Sattenapalle.,Carpenter,1,Sattenapalle,16.403904,80.151865,"Site 50, Sattenapalle",2025-12-16,09:00,700,completed
J0134,CON001,Door and window frame fitting,Door and window frame fitting at Guntur.,Carpenter,2,Guntur,16.30384,80.438764,"Site 11, Guntur",2025-07-13,09:00,1000,completed
J0135,CON003,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,5,Chilakaluripet,16.100796,80.169206,"Site 51, Chilakaluripet",2025-09-29,09:00,750,completed
J0136,CON002,Door and window frame fitting,Door and window frame fitting at Bapatla.,Carpenter,3,Bapatla,15.905881,80.450778,"Site 57, Bapatla",2025-06-04,08:00,900,completed
J0137,CON001,Door and window frame fitting,Door and window frame fitting at Sattenapalle.,Carpenter,1,Sattenapalle,16.391527,80.16618,"Site 3, Sattenapalle",2026-04-08,09:00,750,completed
J0138,CON003,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,1,Chilakaluripet,16.070954,80.183131,"Site 21, Chilakaluripet",2025-05-04,09:00,650,completed
J0139,CON003,Roof truss carpentry,Roof truss carpentry at Mangalagiri.,Carpenter,5,Mangalagiri,16.437513,80.578943,"Site 54, Mangalagiri",2026-05-28,08:00,700,completed
J0140,CON005,Roof truss carpentry,Roof truss carpentry at Ponnur.,Carpenter,6,Ponnur,16.062221,80.571909,"Site 21, Ponnur",2025-11-12,08:00,800,completed
J0141,CON003,Roof truss carpentry,Roof truss carpentry at Narasaraopet.,Carpenter,5,Narasaraopet,16.242092,80.066567,"Site 1, Narasaraopet",2026-03-09,09:00,1000,completed
J0142,CON003,Roof truss carpentry,Roof truss carpentry at Sattenapalle.,Carpenter,5,Sattenapalle,16.408815,80.148514,"Site 50, Sattenapalle",2026-03-19,08:30,800,completed
J0143,CON002,Door and window frame fitting,Door and window frame fitting at Vijayawada.,Carpenter,4,Vijayawada,16.515297,80.663684,"Site 53, Vijayawada",2025-11-07,09:00,850,completed
J0144,CON003,Roof truss carpentry,Roof truss carpentry at Sattenapalle.,Carpenter,5,Sattenapalle,16.3894,80.165658,"Site 9, Sattenapalle",2026-03-04,08:30,850,completed
J0145,CON006,Roof truss carpentry,Roof truss carpentry at Amaravati.,Carpenter,2,Amaravati,16.575274,80.345454,"Site 24, Amaravati",2025-11-07,09:00,900,completed
J0146,CON003,Door and window frame fitting,Door and window frame fitting at Chilakaluripet.,Carpenter,2,Chilakaluripet,16.096209,80.166361,"Site 42, Chilakaluripet",2026-04-09,08:30,650,completed
J0147,CON002,Roof truss carpentry,Roof truss carpentry at Tenali.,Carpenter,1,Tenali,16.23333,80.627202,"Site 39, Tenali",2026-06-07,09:00,900,completed
J0148,CON003,Door and window frame fitting,Door and window frame fitting at Tenali.,Carpenter,4,Tenali,16.231775,80.636431,"Site 51, Tenali",2025-03-28,09:00,1000,completed
J0149,CON002,Door and window frame fitting,Door and window frame fitting at Vijayawada.,Carpenter,1,Vijayawada,16.489928,80.654376,"Site 58, Vijayawada",2025-03-06,09:00,900,completed
J0150,CON003,Door and window frame fitting,Door and window frame fitting at Sattenapalle.,Carpenter,1,Sattenapalle,16.397262,80.159656,"Site 28, Sattenapalle",2025-07-09,08:00,750,completed
J0151,CON006,"Concrete pour, ground floor","Concrete pour, ground floor at Mangalagiri.",Concrete Worker,4,Mangalagiri,16.428564,80.575972,"Site 7, Mangalagiri",2026-04-04,08:00,850,completed
J0152,CON002,"Concrete pour, ground floor","Concrete pour, ground floor at Ponnur.",Concrete Worker,5,Ponnur,16.085283,80.546912,"Site 53, Ponnur",2026-02-20,08:00,800,completed
J0153,CON006,Foundation concreting,Foundation concreting at Mangalagiri.,Concrete Worker,5,Mangalagiri,16.444723,80.58523,"Site 13, Mangalagiri",2026-07-24,08:00,1000,completed
J0154,CON005,"Concrete pour, ground floor","Concrete pour, ground floor at Sattenapalle.",Concrete Worker,1,Sattenapalle,16.412232,80.14106,"Site 30, Sattenapalle",2025-08-12,08:30,850,completed
J0155,CON005,"Concrete pour, ground floor","Concrete pour, ground floor at Chilakaluripet.",Concrete Worker,4,Chilakaluripet,16.107842,80.169727,"Site 49, Chilakaluripet",2025-11-20,08:30,1000,completed
J0156,CON006,"Concrete pour, ground floor","Concrete pour, ground floor at Ponnur.",Concrete Worker,3,Ponnur,16.072046,80.586468,"Site 52, Ponnur",2026-05-26,08:30,800,completed
